sample_id,source_dataset,original_path,destination_path,original_class,nivara_class,split,width,height,channels,file_size,sha256,duplicate_group,license_source,exclusion_reason
1,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\trash\trash10.jpg,train\garbage_waste\garbage_waste_000001.jpg,trash,garbage_waste,train,512,384,3,11752,5f1ee42f525810222f5afc0afa6393f9184db463b2e2414df428f9321639a028,,License verification required — obtained from Kaggle; check original dataset license,
1336,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass427.jpg,train\garbage_waste\garbage_waste_001336.jpg,glass,garbage_waste,train,512,384,3,16368,397ecafd3816d263b77e35923e90881b8b5577a93ae8ee8d65852a568766643e,,License verification required — obtained from Kaggle; check original dataset license,
1337,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic320.jpg,train\garbage_waste\garbage_waste_001337.jpg,plastic,garbage_waste,train,512,384,3,19508,d0c8c6c75bcdd5dd0b50d012c0c4cd15ccb78dcb1efcea8f5fa7409948743956,,License verification required — obtained from Kaggle; check original dataset license,
1338,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass277.jpg,train\garbage_waste\garbage_waste_001338.jpg,glass,garbage_waste,train,512,384,3,11536,2d420703ffe1daa3b7966c2faa247c02bd020602c080940fc96f887634a7ba00,,License verification required — obtained from Kaggle; check original dataset license,
1339,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard201.jpg,train\garbage_waste\garbage_waste_001339.jpg,cardboard,garbage_waste,train,512,384,3,16035,b5ead8ef7426dff4f6c3851044cac9cdc96297c4a11d8abc5e48f701213efc88,,License verification required — obtained from Kaggle; check original dataset license,
1340,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass334.jpg,train\garbage_waste\garbage_waste_001340.jpg,glass,garbage_waste,train,512,384,3,17430,4380bffed0658c92bce01740ecc84859161d2f32a1edaad8d9df2c428b68fd3b,,License verification required — obtained from Kaggle; check original dataset license,
1341,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard184.jpg,train\garbage_waste\garbage_waste_001341.jpg,cardboard,garbage_waste,train,512,384,3,14571,d46cb1df29467b1ab46333d2a838225aa1f40af0164c54ba97630df53c926ed9,,License verification required — obtained from Kaggle; check original dataset license,
1342,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper230.jpg,train\garbage_waste\garbage_waste_001342.jpg,paper,garbage_waste,train,512,384,3,14879,ed0dc6d84e854474029cbbff340c1e01f05f4de2880748a13b27465d2f5e5ecb,,License verification required — obtained from Kaggle; check original dataset license,
1343,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass289.jpg,train\garbage_waste\garbage_waste_001343.jpg,glass,garbage_waste,train,512,384,3,12858,e065f323773cb099643c7d0f7d4e31f65d54aa609a8fc780da135b481e0af559,,License verification required — obtained from Kaggle; check original dataset license,
1344,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard42.jpg,train\garbage_waste\garbage_waste_001344.jpg,cardboard,garbage_waste,train,512,384,3,13648,a1eba714981782a0b9e1543fa7fe9ae42deedc294d1c9d8f8d494fcd95b1ebfe,,License verification required — obtained from Kaggle; check original dataset license,
1345,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal102.jpg,train\garbage_waste\garbage_waste_001345.jpg,metal,garbage_waste,train,512,384,3,14770,44efcc80b146735d5a7a0ffb6356641cd3ef996019ef43a0e16af87ff6d1354a,,License verification required — obtained from Kaggle; check original dataset license,
1346,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper160.jpg,train\garbage_waste\garbage_waste_001346.jpg,paper,garbage_waste,train,512,384,3,13620,0490e06c49cc09e801b5a3b988c0e4cae3a277e0c0dcf1532dd2481ec12f541c,,License verification required — obtained from Kaggle; check original dataset license,
1347,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal84.jpg,train\garbage_waste\garbage_waste_001347.jpg,metal,garbage_waste,train,512,384,3,22949,d8b064ff312daf7f8b73c4b32a880226fa78ddb27a7f07d9aa3dd4b7e7fc03cb,,License verification required — obtained from Kaggle; check original dataset license,
1348,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard280.jpg,train\garbage_waste\garbage_waste_001348.jpg,cardboard,garbage_waste,train,512,384,3,24709,c34dc0814f96979e3df5383522338a06d370d3cd60004ba1829bcd0e6f4d7417,,License verification required — obtained from Kaggle; check original dataset license,
1349,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass85.jpg,train\garbage_waste\garbage_waste_001349.jpg,glass,garbage_waste,train,512,384,3,16811,3229686b4115cbc35b594bbd4ea28bf31ada04955cfb7a7c4388e4c358e7b9b3,,License verification required — obtained from Kaggle; check original dataset license,
1350,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard266.jpg,train\garbage_waste\garbage_waste_001350.jpg,cardboard,garbage_waste,train,512,384,3,34918,00e86b371fee7ff97b1709cf88e5ef4859ac4fd7463a9f15f2c67e7696be8029,,License verification required — obtained from Kaggle; check original dataset license,
1351,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic200.jpg,train\garbage_waste\garbage_waste_001351.jpg,plastic,garbage_waste,train,512,384,3,12276,a093b5e32fcc49641c4990cea1505286e2f9a2fc54526bf100ab2eb6a6728dfa,,License verification required — obtained from Kaggle; check original dataset license,
1352,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass266.jpg,train\garbage_waste\garbage_waste_001352.jpg,glass,garbage_waste,train,512,384,3,12555,8579ea7ace2cc76282d2fe640687c44f90bafcde2281d3830a33d891b95edca3,,License verification required — obtained from Kaggle; check original dataset license,
1353,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\trash\trash22.jpg,train\garbage_waste\garbage_waste_001353.jpg,trash,garbage_waste,train,512,384,3,11043,087e89608720c132a27bad153b651988f1bd22847c275b12dda9d7436f50af2b,,License verification required — obtained from Kaggle; check original dataset license,
1354,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic172.jpg,train\garbage_waste\garbage_waste_001354.jpg,plastic,garbage_waste,train,512,384,3,10201,570ba0c54b086b600a253a9522a636f848051dbad9c7dbc1af7c1e05d5f357c5,,License verification required — obtained from Kaggle; check original dataset license,
1355,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper66.jpg,train\garbage_waste\garbage_waste_001355.jpg,paper,garbage_waste,train,512,384,3,15034,faf309df70053e5bbae3f245fda3ed630a9afb81f105ee278d238d43221fc7d0,,License verification required — obtained from Kaggle; check original dataset license,
1356,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal54.jpg,train\garbage_waste\garbage_waste_001356.jpg,metal,garbage_waste,train,512,384,3,21446,baeb710766e950fc6a544b7a42c834572c9168e1705235762f82314f13ae9975,,License verification required — obtained from Kaggle; check original dataset license,
1357,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard165.jpg,train\garbage_waste\garbage_waste_001357.jpg,cardboard,garbage_waste,train,512,384,3,20387,2e89f7e3c69e7520d2897fb65ae91e05969fa3e51b16f1eab01d1277edaa6a7d,,License verification required — obtained from Kaggle; check original dataset license,
1358,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal283.jpg,train\garbage_waste\garbage_waste_001358.jpg,metal,garbage_waste,train,512,384,3,18472,297060838f7d1c26eaff5197a66b55084a4de90475477198fe36dfccba5e4d5f,,License verification required — obtained from Kaggle; check original dataset license,
1359,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic135.jpg,train\garbage_waste\garbage_waste_001359.jpg,plastic,garbage_waste,train,512,384,3,9100,39fa46dfa5ddaace2af4e36919d320f5abad7718b7d00d227dd0decca92c92a3,,License verification required — obtained from Kaggle; check original dataset license,
1360,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic179.jpg,train\garbage_waste\garbage_waste_001360.jpg,plastic,garbage_waste,train,512,384,3,7447,ad299921a80a27a58d01757bd887dd9c255ecf55ff18ef6fc4d97e03aceee118,,License verification required — obtained from Kaggle; check original dataset license,
1361,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass32.jpg,train\garbage_waste\garbage_waste_001361.jpg,glass,garbage_waste,train,512,384,3,8982,454aa11745490520219dd72eb6fe797f395c9a1d1f72ba0b77dbdad2d3583198,,License verification required — obtained from Kaggle; check original dataset license,
1362,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic283.jpg,train\garbage_waste\garbage_waste_001362.jpg,plastic,garbage_waste,train,512,384,3,18734,b9154db665ebc5955e2999b6b54c2702f7b895cf89705cbc9f4d284796fd5f1b,,License verification required — obtained from Kaggle; check original dataset license,
1363,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic317.jpg,train\garbage_waste\garbage_waste_001363.jpg,plastic,garbage_waste,train,512,384,3,9715,eb326e1c218874929d693edd6d3555f34ae18a287253edcda9a89b3c04267b7c,,License verification required — obtained from Kaggle; check original dataset license,
1364,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass341.jpg,train\garbage_waste\garbage_waste_001364.jpg,glass,garbage_waste,train,512,384,3,11393,3dc88815b7460818c470fa8ae1e45fb439ac5fca8ca2009bf917367c2f00973e,,License verification required — obtained from Kaggle; check original dataset license,
1365,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper301.jpg,train\garbage_waste\garbage_waste_001365.jpg,paper,garbage_waste,train,512,384,3,15739,ce36bd2b62a5b22b9671d929fde69757759d9e4080c039d7f0c255d5471d5135,,License verification required — obtained from Kaggle; check original dataset license,
1366,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper114.jpg,train\garbage_waste\garbage_waste_001366.jpg,paper,garbage_waste,train,512,384,3,48604,884de574a74b6f1e6ebbee93cb83879d72e656b6a9316a88400f7c6e03d75044,,License verification required — obtained from Kaggle; check original dataset license,
1367,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic94.jpg,train\garbage_waste\garbage_waste_001367.jpg,plastic,garbage_waste,train,512,384,3,10332,79d94d7d79b70d35391826f17d4f46f49e47bd576edf06e05d14cd847f32c58a,,License verification required — obtained from Kaggle; check original dataset license,
1368,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic64.jpg,train\garbage_waste\garbage_waste_001368.jpg,plastic,garbage_waste,train,512,384,3,13254,daaba9da8e9b2d76aae5c21030392f8069bd053c9993b2b227f6df5ded49e03a,,License verification required — obtained from Kaggle; check original dataset license,
1369,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass360.jpg,train\garbage_waste\garbage_waste_001369.jpg,glass,garbage_waste,train,512,384,3,13675,fcf56faa5d15d61cfe9e72a0814ba51594e49965702a6272a5fb1060c1a70b88,,License verification required — obtained from Kaggle; check original dataset license,
1370,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic38.jpg,train\garbage_waste\garbage_waste_001370.jpg,plastic,garbage_waste,train,512,384,3,17069,529699e12215ceff38270314eb2de1c8f1c52fb7513cae7c5576f70da13a5f50,,License verification required — obtained from Kaggle; check original dataset license,
1371,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper40.jpg,train\garbage_waste\garbage_waste_001371.jpg,paper,garbage_waste,train,512,384,3,32749,4370dd35ca450cbd3185bc1aaa255fd339c44005e04956c1ffab801e5b5edea6,,License verification required — obtained from Kaggle; check original dataset license,
1372,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper349.jpg,train\garbage_waste\garbage_waste_001372.jpg,paper,garbage_waste,train,512,384,3,23388,adca32db9071efb83f74dc67072f3177ffcf098ddc8785c6ccb37ae226ceb287,,License verification required — obtained from Kaggle; check original dataset license,
1373,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard384.jpg,train\garbage_waste\garbage_waste_001373.jpg,cardboard,garbage_waste,train,512,384,3,30805,4a6146e74921414e224d8b49ee1341b8847eb68d2eeb563a8265361497b6c838,,License verification required — obtained from Kaggle; check original dataset license,
1374,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper123.jpg,train\garbage_waste\garbage_waste_001374.jpg,paper,garbage_waste,train,512,384,3,27066,f94b31ea4772ed922c079de38433da7070caebc1721c3d0ac4d18e602245ab08,,License verification required — obtained from Kaggle; check original dataset license,
1375,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass492.jpg,train\garbage_waste\garbage_waste_001375.jpg,glass,garbage_waste,train,512,384,3,14955,98877759ead414a4d505eaac1e37ae0a503fe30e9d104b6c66298baf5143ce7e,,License verification required — obtained from Kaggle; check original dataset license,
1376,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard365.jpg,train\garbage_waste\garbage_waste_001376.jpg,cardboard,garbage_waste,train,512,384,3,23412,3cab8da92906464c455c754c576cf7697ffb5d6ec169e7884f792f33cad264ab,,License verification required — obtained from Kaggle; check original dataset license,
1377,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard127.jpg,train\garbage_waste\garbage_waste_001377.jpg,cardboard,garbage_waste,train,512,384,3,20678,5090e856d0fe490c802ce604fd5d186a4ead5e5b9b4b325ac728850189ac8b36,,License verification required — obtained from Kaggle; check original dataset license,
1378,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper308.jpg,train\garbage_waste\garbage_waste_001378.jpg,paper,garbage_waste,train,512,384,3,36456,68029adb26f1b9c15345104db45ef4d0757f586d5d5e6a1632d2d912b4c0d709,,License verification required — obtained from Kaggle; check original dataset license,
1379,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal255.jpg,train\garbage_waste\garbage_waste_001379.jpg,metal,garbage_waste,train,512,384,3,17475,446c9fe739a30a3c50308702b678c30e9a9ba110650dea6da94c1cab53d7c2b6,,License verification required — obtained from Kaggle; check original dataset license,
1380,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard283.jpg,train\garbage_waste\garbage_waste_001380.jpg,cardboard,garbage_waste,train,512,384,3,15583,e9efede53192ffd5126cb11ce465ffcc102a3fb65120c3e0663b2f2ce18cb74e,,License verification required — obtained from Kaggle; check original dataset license,
1381,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass97.jpg,train\garbage_waste\garbage_waste_001381.jpg,glass,garbage_waste,train,512,384,3,12684,45a15d21f4556db785bfcc84229f87011fc1dd602dfc3b98c1a190d7bc8c4624,,License verification required — obtained from Kaggle; check original dataset license,
1382,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic27.jpg,train\garbage_waste\garbage_waste_001382.jpg,plastic,garbage_waste,train,512,384,3,14387,6b57147f6dc729d07d2ebab6cce58a37d82c4076199af7080a560a82c9f821e2,,License verification required — obtained from Kaggle; check original dataset license,
1383,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass348.jpg,train\garbage_waste\garbage_waste_001383.jpg,glass,garbage_waste,train,512,384,3,17946,90ba6d92f026bdfc05d80705b3cec0a0ff8e71dda7f52a8acd247e2760fc05b5,,License verification required — obtained from Kaggle; check original dataset license,
1384,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal373.jpg,train\garbage_waste\garbage_waste_001384.jpg,metal,garbage_waste,train,512,384,3,10976,b219affc816aeb248e919ea67c178b09a785290c46bdc84153e55bfec5f78209,,License verification required — obtained from Kaggle; check original dataset license,
1385,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic356.jpg,train\garbage_waste\garbage_waste_001385.jpg,plastic,garbage_waste,train,512,384,3,15481,8b3af4c5f1c1533d5534ac5fcb1577ba1eb84fef699a3a82028606b4043caab7,,License verification required — obtained from Kaggle; check original dataset license,
1386,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper518.jpg,train\garbage_waste\garbage_waste_001386.jpg,paper,garbage_waste,train,512,384,3,24220,c2fe4f61c9855674fb9e2d4143c1b7938334f70ee6d5dcdb0559238de46c4972,,License verification required — obtained from Kaggle; check original dataset license,
1387,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic278.jpg,train\garbage_waste\garbage_waste_001387.jpg,plastic,garbage_waste,train,512,384,3,10870,f1b3e3bdc6089b2ed10b06a22187bd5ccff3b552f8489c5d401e1853965ffa9f,,License verification required — obtained from Kaggle; check original dataset license,
1388,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper264.jpg,train\garbage_waste\garbage_waste_001388.jpg,paper,garbage_waste,train,512,384,3,11445,bdf1589b0d7358a56f189bf52ed13e19aebccc40e0cd3b4917b6877cafbcf7e0,,License verification required — obtained from Kaggle; check original dataset license,
1389,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard38.jpg,train\garbage_waste\garbage_waste_001389.jpg,cardboard,garbage_waste,train,512,384,3,22109,9ba6b8511bc5667d6dc5f313e103e1ce76c4e20bb0fd7e1129dfa90fe05a98c2,,License verification required — obtained from Kaggle; check original dataset license,
1390,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper119.jpg,train\garbage_waste\garbage_waste_001390.jpg,paper,garbage_waste,train,512,384,3,9362,23a180b7424767954f5babb1509dfa2dfe8628dd221be271a1685f31a8094e0d,,License verification required — obtained from Kaggle; check original dataset license,
1391,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic129.jpg,train\garbage_waste\garbage_waste_001391.jpg,plastic,garbage_waste,train,512,384,3,10683,cc4229329892f78ad0551448cbb1d659834e211bfce1aa839d4877b88f410c20,,License verification required — obtained from Kaggle; check original dataset license,
1392,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass448.jpg,train\garbage_waste\garbage_waste_001392.jpg,glass,garbage_waste,train,512,384,3,15828,412b46561dbf161c5f7882223d89c2b6fce78823a98d477947bb7e0372f573fa,,License verification required — obtained from Kaggle; check original dataset license,
1393,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass439.jpg,train\garbage_waste\garbage_waste_001393.jpg,glass,garbage_waste,train,512,384,3,10377,7eb308d3a1169c1cdfbb10c9a9facda01204aba733795f1051225c4932866b1f,,License verification required — obtained from Kaggle; check original dataset license,
1394,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\trash\trash28.jpg,train\garbage_waste\garbage_waste_001394.jpg,trash,garbage_waste,train,512,384,3,18783,e710086ff62c36a2a2c267eba0c1a30e970835351206b9d0ad34e6182e14cb6c,,License verification required — obtained from Kaggle; check original dataset license,
1395,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass322.jpg,train\garbage_waste\garbage_waste_001395.jpg,glass,garbage_waste,train,512,384,3,12173,f799d188b2642a677cf12f2522e4e73c0afbf7991aaa7f76c1b6b17e89ff8c66,,License verification required — obtained from Kaggle; check original dataset license,
1396,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard18.jpg,train\garbage_waste\garbage_waste_001396.jpg,cardboard,garbage_waste,train,512,384,3,22493,c4e683190b4d8634e9c7030e178eef58b07d09ad68c1ecbd9eb55dad02364360,,License verification required — obtained from Kaggle; check original dataset license,
1397,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass494.jpg,train\garbage_waste\garbage_waste_001397.jpg,glass,garbage_waste,train,512,384,3,10060,5dd60748acca10c0382c91b42094907333b11e82919c4b9472d2ec8e7b0d27b0,,License verification required — obtained from Kaggle; check original dataset license,
1398,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic233.jpg,train\garbage_waste\garbage_waste_001398.jpg,plastic,garbage_waste,train,512,384,3,9088,8962cbbe0477599e4565fdd6c37fba57ae9a391c92ff84390bcb38d06e0ef770,,License verification required — obtained from Kaggle; check original dataset license,
1399,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic163.jpg,train\garbage_waste\garbage_waste_001399.jpg,plastic,garbage_waste,train,512,384,3,9826,89639ec1d3248a9846e4bc2b943826fdc0e26200bda8196bd0b5d81fbb9cac0d,,License verification required — obtained from Kaggle; check original dataset license,
1400,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal34.jpg,train\garbage_waste\garbage_waste_001400.jpg,metal,garbage_waste,train,512,384,3,16000,05293a24ebfa31caa438ba522996f715de17ba84a8618e0a3db7d17cbcc14eaa,,License verification required — obtained from Kaggle; check original dataset license,
1401,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic423.jpg,train\garbage_waste\garbage_waste_001401.jpg,plastic,garbage_waste,train,512,384,3,15125,2420707c919e4d373408adf3d85620610d701a9bf667e61e5d3e3d60ada78dbd,,License verification required — obtained from Kaggle; check original dataset license,
1402,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic467.jpg,train\garbage_waste\garbage_waste_001402.jpg,plastic,garbage_waste,train,512,384,3,13828,0a2a53f134050e58c85c7d6899103ec006d8caa7a33d3d2dc3aef44e955b179d,,License verification required — obtained from Kaggle; check original dataset license,
1403,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass33.jpg,train\garbage_waste\garbage_waste_001403.jpg,glass,garbage_waste,train,512,384,3,11718,9bda10c52365a45c901626020b7994f3543ff464d6d7c5796f3676bb23adcec7,,License verification required — obtained from Kaggle; check original dataset license,
1404,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic307.jpg,train\garbage_waste\garbage_waste_001404.jpg,plastic,garbage_waste,train,512,384,3,13870,57d8f0b982f0f166f76c2c8231aa18a1146049d52863f921ae8a0c323cb96cb9,,License verification required — obtained from Kaggle; check original dataset license,
1405,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass431.jpg,train\garbage_waste\garbage_waste_001405.jpg,glass,garbage_waste,train,512,384,3,12578,65a159aa62e2d9d16cf6da7cab5d39fbdd39254cb1a7bb7cd566edfeaabf82fc,,License verification required — obtained from Kaggle; check original dataset license,
1406,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal287.jpg,train\garbage_waste\garbage_waste_001406.jpg,metal,garbage_waste,train,512,384,3,11691,8304dca3c312d10eca697d60bcbbac74858971d966019a7807c6ff22d95c1256,,License verification required — obtained from Kaggle; check original dataset license,
1407,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper35.jpg,train\garbage_waste\garbage_waste_001407.jpg,paper,garbage_waste,train,512,384,3,36792,78992143e1a96f32070e8cce67d11216b57cdbfe9fcb9bef2599428726607fc0,,License verification required — obtained from Kaggle; check original dataset license,
1408,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass349.jpg,train\garbage_waste\garbage_waste_001408.jpg,glass,garbage_waste,train,512,384,3,12148,2a05d2057ef441bb72b549c2faf5d5f519d1f0ba7e3f69b765fff30f5d91f0ea,,License verification required — obtained from Kaggle; check original dataset license,
1409,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass372.jpg,train\garbage_waste\garbage_waste_001409.jpg,glass,garbage_waste,train,512,384,3,13490,3a33c3a34bd6f93cb166d7502ba11fcc6b9d8f585e4ad96709bfa540d6883e0c,,License verification required — obtained from Kaggle; check original dataset license,
1410,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper43.jpg,train\garbage_waste\garbage_waste_001410.jpg,paper,garbage_waste,train,512,384,3,19883,dab73df4daa8ad0d4b5e8b8225c6c9e148746690a83c8e1ef36a3a3524297130,,License verification required — obtained from Kaggle; check original dataset license,
1411,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal279.jpg,train\garbage_waste\garbage_waste_001411.jpg,metal,garbage_waste,train,512,384,3,10688,9709b271c3549c820f6a85a9371fc47f6502fa9975c76d15f9ea1e6c37a11cda,,License verification required — obtained from Kaggle; check original dataset license,
1412,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\trash\trash95.jpg,train\garbage_waste\garbage_waste_001412.jpg,trash,garbage_waste,train,512,384,3,7555,605ecba52073b4fdeb9f5dd0f9a635963b7fd8762f96c23d31bbf1090e26ab75,,License verification required — obtained from Kaggle; check original dataset license,
1413,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\cardboard\cardboard373.jpg,train\garbage_waste\garbage_waste_001413.jpg,cardboard,garbage_waste,train,512,384,3,22558,f7a11cb5fe406a56c10d0e0c03834dceaa81b287666eec2b5e22ca1748db8ea8,,License verification required — obtained from Kaggle; check original dataset license,
1414,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic239.jpg,train\garbage_waste\garbage_waste_001414.jpg,plastic,garbage_waste,train,512,384,3,12480,f43fb84c64704b4ccd3117a763f018c3d1698e4dc4a50e6b362476fe14e93049,,License verification required — obtained from Kaggle; check original dataset license,
1415,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper133.jpg,train\garbage_waste\garbage_waste_001415.jpg,paper,garbage_waste,train,512,384,3,20165,bb824ff078d95d25413f1ebdc522ce2e081deb40aec488f4e4e682b86e86e571,,License verification required — obtained from Kaggle; check original dataset license,
1416,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\metal\metal354.jpg,train\garbage_waste\garbage_waste_001416.jpg,metal,garbage_waste,train,512,384,3,15778,1ac43424f74276c3ea1c27c2a685414a66c126cd37f4809f64967d110021b7c6,,License verification required — obtained from Kaggle; check original dataset license,
1417,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper290.jpg,train\garbage_waste\garbage_waste_001417.jpg,paper,garbage_waste,train,512,384,3,41194,7f90584427c4c9a2fe2fd7ef285d99c2836de4a04736a77de05b8d51c3c63aed,,License verification required — obtained from Kaggle; check original dataset license,
1418,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic232.jpg,train\garbage_waste\garbage_waste_001418.jpg,plastic,garbage_waste,train,512,384,3,17764,a091e7139deabb255c353df965a0711759ddfd479cd2d691d67a30e14779742c,,License verification required — obtained from Kaggle; check original dataset license,
1419,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\plastic\plastic284.jpg,train\garbage_waste\garbage_waste_001419.jpg,plastic,garbage_waste,train,512,384,3,18417,26712c0ba852ba181bd2c50e93cbee2e380c13dbcdd03e69b2f8dfd7eb77501e,,License verification required — obtained from Kaggle; check original dataset license,
1420,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\paper\paper372.jpg,train\garbage_waste\garbage_waste_001420.jpg,paper,garbage_waste,train,512,384,3,35068,53556859388321d238be04d22ee85639060a8426aac9e5bca2721aedf5bf722a,,License verification required — obtained from Kaggle; check original dataset license,
1421,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\glass\glass229.jpg,train\garbage_waste\garbage_waste_001421.jpg,glass,garbage_waste,train,512,384,3,9939,e35c8842b9293cf517d462ec898f37cf3bcba321f866fec7955763b3e9658b57,,License verification required — obtained from Kaggle; check original dataset license,
